"Audience","Media","Frequency","cpp","k","g","v","inf_point","max_reach","mape"
"25-44 F AB","TV","1","13",0.796085883268067,0.00452532771414695,0.453380336621977,0,0.796085883268067,0.012776479454464
"25-44 F AB","TV","2","13",0.703704522074802,0.00454121048052616,1.04656310733283,10.0219015422056,0.703704522074802,0.0371981684057016
"25-44 F AB","TV","3","13",0.648127573440367,0.00414109571290624,1.48062355999538,94.7728211501837,0.648127573440367,0.106312677319336
"25-44 F AB","TV","4","13",0.608030335038585,0.00375516743546974,1.80432226362155,157.166106225519,0.6,0.143276365747246
"25-44 F AB","TV","5","13",0.571483219192161,0.00354766124011869,2.13311742640653,213.544766235493,0.556,0.111550352216714
